LC_Up_Regulated_Genes,,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3,DCT-average,ERST-average,LC-average
Alcam,DCT_ERST_DCT_UP,20.74,20.81,27.2,8.72,9.57,2.06,1.42,2.25,22.91666667,9.145,1.91
Ppt2,DCT_ERST_DCT_UP,20.73,24.26,25.78,7.92,8.81,9.38,9.74,8.6,23.59,8.365,9.24
Mgl2,LC_ERST_UP,20.71,19.13,9.37,90.05,91.77,6.47,8.32,8.65,16.40333333,90.91,7.813333333
Gm15541,DCT_ERST_DCT_UP,20.69,20.87,18.98,2.7,3.64,2.72,1.91,2.42,20.18,3.17,2.35
Nnat,LC_DCT_LC_UP,20.69,23.5,12.22,25.94,24.18,226.84,251.54,240.03,18.80333333,25.06,239.47
Dhcr7,LC_ERST_UP,20.65,20.62,24.1,91.03,67.41,6.09,7.73,5.21,21.79,79.22,6.343333333
Wnt5a,DCT_ERST_DCT_UP,20.54,22.56,25.64,5.97,6.16,1.67,2.29,1.76,22.91333333,6.065,1.906666667
Elf5,DCT_ERST_DCT_UP,20.45,20.13,19.2,3.53,2.71,0.55,0.21,0.41,19.92666667,3.12,0.39
Ccnl1,LC_DCT_LC_UP,20.29,18.43,22.98,30.9,31.26,84.29,86.26,93.02,20.56666667,31.08,87.85666667
1810013D15Rik,DCT_ERST_DCT_UP,20.27,17.65,13.94,1.7,2.1,2.01,1.27,3.11,17.28666667,1.9,2.13
Rnase12,DCT_ERST_DCT_UP,20.25,20.87,16.24,1.71,0.68,0,0,0,19.12,1.195,0
Teddm3,LC_ERST_UP,20.24,20.11,25.46,108.39,106.57,0,0,0,21.93666667,107.48,0
Lce1i,LC_ERST_UP,20.18,21.91,14.64,576.61,631.29,0,0,0,18.91,603.95,0
Alox5ap,LC_ERST_UP,20.17,21.39,17.07,73.09,69.41,7.63,7.9,8.45,19.54333333,71.25,7.993333333
Lce1e,LC_ERST_UP,20.17,16.32,12.41,497.4,572.55,0,0,0,16.3,534.975,0
Gm42637,DCT_ERST_DCT_UP,20.16,20.26,15.63,0.73,1.27,0,0,0,18.68333333,1,0
Cth,DCT_ERST_DCT_UP,20.15,19.8,21.39,1.46,1.28,1.32,0.9,2.21,20.44666667,1.37,1.476666667
Lurap1l,DCT_ERST_DCT_UP,19.92,19.18,24.34,2.5,2.4,2.21,2.26,2.45,21.14666667,2.45,2.306666667
Fam213a,LC_ERST_UP,19.88,19.63,22.61,112.11,124.5,21.84,17.38,18.59,20.70666667,118.305,19.27
Phlda2,DCT_ERST_DCT_UP,19.73,19.22,20.42,1.35,0.86,0.73,1.35,1.51,19.79,1.105,1.196666667
Nppc,DCT_ERST_DCT_UP,19.72,15.84,15,0.48,0.79,0.77,0,0.56,16.85333333,0.635,0.443333333
Knstrn,DCT_ERST_DCT_UP,19.55,19.12,23.81,6.5,7.31,0.89,1.29,0.64,20.82666667,6.905,0.94
Gm27903,LC_DCT_LC_UP,19.54,6.77,15.09,45.53,41.81,154.75,267.18,142.3,13.8,43.67,188.0766667
Spink12,DCT_ERST_DCT_UP,19.53,20.19,20.14,0.76,1.19,0,0,0,19.95333333,0.975,0
Thbs1,LC_DCT_LC_UP,19.5,20.37,15.83,7.75,7.12,96.83,89.45,100.6,18.56666667,7.435,95.62666667
Car2,DCT_ERST_DCT_UP,19.39,19.19,24.18,1.06,1.6,4.54,5.12,4.59,20.92,1.33,4.75
Bod1,LC_DCT_LC_UP,19.22,19.6,14.09,24.43,23.67,58.53,60.23,52.15,17.63666667,24.05,56.97
Cd68,LC_ERST_UP,19.21,17.65,9.67,76.06,69.58,8.74,15.12,10.94,15.51,72.82,11.6
Psat1,LC_ERST_UP,19.19,18.91,25.18,74.6,70.64,8.7,10.46,9.38,21.09333333,72.62,9.513333333
Ifitm10,LC_DCT_LC_UP,19.15,19.66,22.37,15.33,15.82,62.13,70.68,58.94,20.39333333,15.575,63.91666667
A330069E16Rik,DCT_ERST_DCT_UP,19.1,24.04,23.3,3.26,6.28,6.42,2.05,6.24,22.14666667,4.77,4.903333333
H2-DMb1,LC_ERST_UP,19.09,16.51,10.13,63.66,62.79,12.17,18.73,13.59,15.24333333,63.225,14.83
Tmem38a,LC_DCT_LC_UP,19.08,20.31,12.9,13.58,12.99,92.6,100.19,85.5,17.43,13.285,92.76333333
Wnt11,DCT_ERST_DCT_UP,19,23.97,25.16,6.7,5,4.68,6.02,3.85,22.71,5.85,4.85
Tmem64,DCT_ERST_DCT_UP,19,19.29,18.23,4.66,4.32,8.13,7.26,7.95,18.84,4.49,7.78
Ahnak2,LC_ERST_UP,18.95,20.74,26.39,83.36,86.69,21.89,23.08,21.17,22.02666667,85.025,22.04666667
Zdhhc13,DCT_ERST_DCT_UP,18.93,19.35,27.01,7.84,7.92,2.08,1.93,1.67,21.76333333,7.88,1.893333333
Osbpl1a,LC_ERST_UP,18.88,14.66,21.53,68.33,63.17,23.66,25.89,22.3,18.35666667,65.75,23.95
Thra,LC_DCT_LC_UP,18.86,21.71,13.13,34.87,31.31,90.62,107.89,92.1,17.9,33.09,96.87
Gm21541,LC_ERST_UP,18.85,19.36,9.85,192.01,162.79,46.85,54.5,60.19,16.02,177.4,53.84666667
Stbd1,DCT_ERST_DCT_UP,18.74,18.89,26.19,1.13,0.82,8.81,9.29,8.64,21.27333333,0.975,8.913333333
Hist3h2ba,DCT_ERST_DCT_UP,18.64,14.18,18.15,4.01,3.58,0.19,0.37,0.67,16.99,3.795,0.41
Gm38047,DCT_ERST_DCT_UP,18.61,16.39,14.3,5.19,6.02,4.44,2.82,4.87,16.43333333,5.605,4.043333333
Otop2,DCT_ERST_DCT_UP,18.61,19.44,13.72,0.28,0.21,0,0,0,17.25666667,0.245,0
Gadd45b,LC_DCT_LC_UP,18.6,17.2,16.58,26.31,21.53,140.18,151.41,138.16,17.46,23.92,143.25
Adck3,LC_DCT_LC_UP,18.48,17.94,16.12,23.51,25.16,215.58,217.76,198.9,17.51333333,24.335,210.7466667
Lhfp,LC_DCT_LC_UP,18.3,17.2,17.82,43.41,35.53,139.32,146.26,131.68,17.77333333,39.47,139.0866667
Penk,LC_DCT_LC_UP,18.25,17.07,17.4,33.38,36.21,1676.86,1951.75,1695.04,17.57333333,34.795,1774.55
Krtap27-1,DCT_ERST_DCT_UP,18.24,16.38,15.67,0.15,0.27,0,0,0,16.76333333,0.21,0
Cwh43,DCT_ERST_DCT_UP,18.2,16.26,18.94,7.22,7.58,0,0,0,17.8,7.4,0
Npdc1,LC_DCT_LC_UP,18.18,20.23,13.39,57.94,48.99,117.24,143.16,114.62,17.26666667,53.465,125.0066667
Lpcat4,DCT_ERST_DCT_UP,18.15,20.23,18.94,2.56,2.64,8.15,9.08,7.81,19.10666667,2.6,8.346666667
Cyr61,LC_DCT_LC_UP,18.12,19.12,20.97,14.8,13.62,1419.79,1564.53,1399.01,19.40333333,14.21,1461.11
Arrdc4,LC_ERST_UP,18.09,17.76,18.11,100.46,87,29.82,30.32,23.13,17.98666667,93.73,27.75666667
Cebpd,LC_DCT_LC_UP,18.04,20.32,20.75,61.94,42.18,307.25,432.77,293.49,19.70333333,52.06,344.5033333
4930523C07Rik,LC_DCT_LC_UP,18.03,15.56,28.31,22.36,24.95,91.37,87.47,91.08,20.63333333,23.655,89.97333333
Gas7,LC_ERST_UP,18.03,17.89,18.86,74.5,76.24,9.07,9.5,9.16,18.26,75.37,9.243333333
Trpm1,DCT_ERST_DCT_UP,17.97,22.34,28.1,5.37,5.96,0.82,2.78,1.2,22.80333333,5.665,1.6
Pdlim4,LC_DCT_LC_UP,17.95,20.18,15.13,40.65,33.98,84.07,98.82,84.26,17.75333333,37.315,89.05
Pdk2,LC_DCT_LC_UP,17.94,20.4,15.35,14.31,13.55,53.12,56.78,50.64,17.89666667,13.93,53.51333333
Cav2,LC_ERST_UP,17.85,18.18,21.29,74.2,74.55,22.82,19.92,26,19.10666667,74.375,22.91333333
Crlf3,LC_DCT_LC_UP,17.8,18.08,25.94,16.33,13.83,69.71,71.85,72.57,20.60666667,15.08,71.37666667
Gm14137,DCT_ERST_DCT_UP,17.79,19.04,19.67,5.54,5.31,0.23,0.35,0.38,18.83333333,5.425,0.32
Stra6,DCT_ERST_DCT_UP,17.7,15.66,21,1.67,1.48,0,0,0,18.12,1.575,0
Mvd,LC_ERST_UP,17.65,17.97,21.19,81.07,74.78,7.93,8.94,6.73,18.93666667,77.925,7.866666667
Cdh3,DCT_ERST_DCT_UP,17.62,18.29,19.8,6.29,6.57,0.11,0.23,0.13,18.57,6.43,0.156666667
Tnni1,LC_DCT_LC_UP,17.58,17.72,10.61,1.85,2.06,108.35,129.13,101.37,15.30333333,1.955,112.95
Slc30a1,DCT_ERST_DCT_UP,17.37,17.73,14.78,4.83,4.86,1.66,1.61,2.04,16.62666667,4.845,1.77
Dnajb14,DCT_ERST_DCT_UP,17.35,16.43,16.17,5.96,6.83,7.75,4.93,7.31,16.65,6.395,6.663333333
1190007I07Rik,DCT_ERST_DCT_UP,17.31,16.97,18.09,6.12,6.48,6.25,2.35,4.35,17.45666667,6.3,4.316666667
Rarres1,LC_ERST_UP,17.29,17.39,30.14,962.87,880.59,29.58,32.56,29.27,21.60666667,921.73,30.47
Epb41l5,DCT_ERST_DCT_UP,17.28,24.97,31.9,7.76,6.16,3.68,2.82,4.06,24.71666667,6.96,3.52
Sox4,DCT_ERST_DCT_UP,17.23,16.36,19.74,4.18,3.87,3.89,3.28,3.56,17.77666667,4.025,3.576666667
Smoc2,LC_DCT_LC_UP,17.19,18.14,16.44,48.21,44.41,418.54,468.68,392.29,17.25666667,46.31,426.5033333
Ankrd23,LC_DCT_LC_UP,17.18,17.29,19.79,27.55,24.38,165.17,191.77,154.98,18.08666667,25.965,170.64
Sh3bgr,LC_DCT_LC_UP,17.15,16.81,9.64,4.69,3.87,49.02,44.48,48.46,14.53333333,4.28,47.32
Gm22748,DCT_ERST_DCT_UP,17.12,29.26,16.27,5.58,0,0,0,0,20.88333333,2.79,0
Klhl41,LC_DCT_LC_UP,17.12,16.79,14.65,4.48,4.43,90.32,79.36,91.46,16.18666667,4.455,87.04666667
Fgfr3,LC_DCT_LC_UP,17.09,17.21,21.63,30.28,23.37,130.54,126.04,121.13,18.64333333,26.825,125.9033333
Rora,LC_ERST_UP,17.03,17.6,23.07,124.67,127.25,31.52,33.97,32.33,19.23333333,125.96,32.60666667
Sphk1,LC_ERST_UP,17.03,17.79,16.35,90.61,80.23,3.94,4.63,3.66,17.05666667,85.42,4.076666667
Fxyd6,LC_DCT_LC_UP,16.83,16.81,14.95,34.19,37.85,441.78,461.87,427.11,16.19666667,36.02,443.5866667
Myot,LC_DCT_LC_UP,16.69,15.32,15.8,5.32,4.9,73.58,81.95,73.64,15.93666667,5.11,76.39
Gm37913,DCT_ERST_DCT_UP,16.68,18.98,14.79,1.08,1.58,3.36,1.43,2.4,16.81666667,1.33,2.396666667
Mical1,LC_DCT_LC_UP,16.67,15.35,11.26,14.26,18.06,41.12,48.4,41.42,14.42666667,16.16,43.64666667
Gnmt,DCT_ERST_DCT_UP,16.64,17.51,28.49,6.8,5.7,2.63,3.69,2.25,20.88,6.25,2.856666667
Mxra8,LC_DCT_LC_UP,16.59,13.07,10.4,45.46,43.65,188.51,246.93,186.24,13.35333333,44.555,207.2266667
Mpp7,DCT_ERST_DCT_UP,16.47,16.4,18.01,7.74,7.39,4.51,3.84,4.71,16.96,7.565,4.353333333
Inafm2,DCT_ERST_DCT_UP,16.46,16.57,17.63,7.18,7.53,5.22,4.9,5.22,16.88666667,7.355,5.113333333
Lce1d,LC_ERST_UP,16.44,18.22,10.26,447.34,443.44,0,0,0,14.97333333,445.39,0
Rras,LC_DCT_LC_UP,16.38,13.95,7.05,19,16.11,58.75,67.33,59.78,12.46,17.555,61.95333333
Gm16211,DCT_ERST_DCT_UP,16.27,17.69,18.27,5.36,5.29,4.85,5.72,5.93,17.41,5.325,5.5
Jmy,DCT_ERST_DCT_UP,16.27,16.67,14.13,5.32,4.85,4.34,4.67,4.18,15.69,5.085,4.396666667
Rab3d,LC_ERST_UP,16.22,15.45,19.03,66.45,59.63,5.8,6.25,6.71,16.9,63.04,6.253333333
Rpph1,DCT_ERST_DCT_UP,16.21,20.4,14.23,3.09,7.27,1.73,3.98,2.03,16.94666667,5.18,2.58
Efna2,DCT_ERST_DCT_UP,16.2,16.21,18.4,2.75,2.83,1.74,1.35,1.37,16.93666667,2.79,1.486666667
Eaf1,DCT_ERST_DCT_UP,16.2,16.69,16.63,7.03,6.31,4.2,4.21,4.27,16.50666667,6.67,4.226666667
Gm26815,DCT_ERST_DCT_UP,16.17,17.98,9.62,1.4,1.5,1.08,1.24,1.42,14.59,1.45,1.246666667
Cd164l2,DCT_ERST_DCT_UP,15.99,11.22,9.8,1.8,2.02,0.1,0,0.6,12.33666667,1.91,0.233333333
Abcc5,LC_ERST_UP,15.91,19.39,12.82,73.3,68.73,25.98,18.8,27.36,16.04,71.015,24.04666667
Chd3os,LC_ERST_UP,15.88,13.34,12.33,76.87,74.19,1.39,1.23,1.41,13.85,75.53,1.343333333
Snhg20,LC_ERST_UP,15.75,14.2,9.49,93.39,84.95,30.89,29.01,27.39,13.14666667,89.17,29.09666667
H2-DMa,LC_ERST_UP,15.72,16.7,9.25,70.01,68.69,4.3,3.01,4.04,13.89,69.35,3.783333333
Lrrc48,DCT_ERST_DCT_UP,15.61,16.59,15.77,4.5,5.14,4.77,3.17,3.04,15.99,4.82,3.66
Srms,DCT_ERST_DCT_UP,15.46,15.73,19.48,1.3,0.85,0.17,0.12,0.04,16.89,1.075,0.11
Laptm5,LC_ERST_UP,15.44,15.93,5.63,48.9,42.94,6.32,8.47,5.96,12.33333333,45.92,6.916666667
Mef2c,LC_DCT_LC_UP,15.4,15.71,17.6,14.55,15.17,234.43,221.7,264.14,16.23666667,14.86,240.09
Paqr7,LC_ERST_UP,15.33,14.25,18.04,65.15,60.57,2.8,3.47,4.09,15.87333333,62.86,3.453333333
Actn2,LC_DCT_LC_UP,15.33,15.72,12.98,7.86,7.43,216.17,255.95,206.64,14.67666667,7.645,226.2533333
Fitm1,LC_DCT_LC_UP,15.31,13.65,8.9,6.37,5.55,60.93,71.22,68.64,12.62,5.96,66.93
Kalrn,DCT_ERST_DCT_UP,15.2,13.09,14.91,5.04,5.2,6.53,6.43,6.51,14.4,5.12,6.49
Tyr,DCT_ERST_DCT_UP,15.19,13.91,22.6,4.18,4.93,2.16,1.54,2.12,17.23333333,4.555,1.94
Adh1,LC_ERST_UP,15.16,17.73,10.1,131.13,143.62,19.06,25.31,23.37,14.33,137.375,22.58
Pacsin3,LC_DCT_LC_UP,15.14,12.91,11.06,33.92,28.73,76.97,92.13,75.57,13.03666667,31.325,81.55666667
Zfp60,DCT_ERST_DCT_UP,15.09,13.61,13.21,4.61,4.12,2.56,2.85,2.44,13.97,4.365,2.616666667
Pex3,LC_ERST_UP,15,16.22,16.52,59.33,54.93,12.88,13.07,11.35,15.91333333,57.13,12.43333333
Htatsf1,LC_DCT_LC_UP,14.97,15.78,17.79,23.93,22.82,52.71,65.75,54.49,16.18,23.375,57.65
Atp2b4,LC_DCT_LC_UP,14.93,10.71,15.82,13.48,21.84,36.03,51.5,58.21,13.82,17.66,48.58
Rab38,LC_ERST_UP,14.92,16.83,20.83,58.1,59.72,0.77,0.8,0.67,17.52666667,58.91,0.746666667
Hacd2,LC_ERST_UP,14.9,14.95,18.26,112.35,109.34,8.76,7.48,7.73,16.03666667,110.845,7.99
Nudt17,LC_ERST_UP,14.81,14.31,13.96,79,83.69,7.29,9.42,6.08,14.36,81.345,7.596666667
Arrdc1,LC_ERST_UP,14.76,12.75,12.06,67.38,57.53,15.45,16.68,11.97,13.19,62.455,14.7
Tprg,LC_ERST_UP,14.75,13.18,17.59,53.13,52.18,1.89,1.84,2.24,15.17333333,52.655,1.99
Sparcl1,LC_DCT_LC_UP,14.64,14.32,13.7,35.22,38.46,144.64,143.51,143.5,14.22,36.84,143.8833333
Slc15a1,DCT_ERST_DCT_UP,14.56,14.41,14.16,6.57,6.17,0.2,0.05,0.18,14.37666667,6.37,0.143333333
Clca3a2,LC_ERST_UP,14.49,14.3,20.19,138.49,139.18,0.11,0,0.06,16.32666667,138.835,0.056666667
Pik3r3,DCT_ERST_DCT_UP,14.48,12.11,12.86,1.94,1.69,2.32,1.79,1.8,13.15,1.815,1.97
Igfbp5,LC_DCT_LC_UP,14.46,14.32,11.24,32.19,34.21,136.21,137.32,142.37,13.34,33.2,138.6333333
Eln,LC_DCT_LC_UP,14.44,13.78,7.31,24.11,25.5,535.77,542.56,523.8,11.84333333,24.805,534.0433333
Gm17099,LC_ERST_UP,14.4,8.02,7.58,34.03,39.78,0,0,0,10,36.905,0
Zfp703,LC_DCT_LC_UP,14.38,15.66,11.92,15.93,14.43,59.6,58.29,60.24,13.98666667,15.18,59.37666667
Npl,LC_ERST_UP,14.35,15.45,21.16,79.5,83.54,1.37,1.25,1.04,16.98666667,81.52,1.22
Ccr5,DCT_ERST_DCT_UP,14.28,11.1,7.48,1.78,3.43,0.73,3.83,1.69,10.95333333,2.605,2.083333333
Wwp2,LC_DCT_LC_UP,14.26,13.68,14.23,14.24,12.47,112.15,126.42,106.21,14.05666667,13.355,114.9266667
Hephl1,DCT_ERST_DCT_UP,14.23,14.71,16.39,3.06,2.75,0.2,0.08,0.11,15.11,2.905,0.13
Prss23,LC_DCT_LC_UP,14.19,12.89,9.53,32.01,28.36,70.07,65.06,67.91,12.20333333,30.185,67.68
Tcea3,LC_DCT_LC_UP,14.18,13.82,11.69,17.41,18.97,44.34,47.79,45.6,13.23,18.19,45.91
Gstt1,LC_DCT_LC_UP,14.17,14.4,6.11,25.44,21.08,104.04,120.6,101.86,11.56,23.26,108.8333333
Ogn,LC_DCT_LC_UP,14.14,14.45,6.82,17.76,17.8,145.75,121.32,154.49,11.80333333,17.78,140.52
Vasn,LC_DCT_LC_UP,14.08,13.81,11.18,14.25,12.61,70.46,78.38,66.53,13.02333333,13.43,71.79
2700038G22Rik,DCT_ERST_DCT_UP,14.07,15.63,12.02,4.02,4.92,1.7,1.77,2.95,13.90666667,4.47,2.14
Slc22a5,DCT_ERST_DCT_UP,14.06,14.59,9.9,5.02,6.01,5.65,5.84,5.67,12.85,5.515,5.72
Atp13a4,DCT_ERST_DCT_UP,14.05,14.69,14.6,3.35,3.25,0,0,0,14.44666667,3.3,0
Hspb2,LC_DCT_LC_UP,14.04,16.19,9.09,12.87,10.68,114.04,130.49,101.72,13.10666667,11.775,115.4166667
Pbxip1,LC_DCT_LC_UP,14.02,12.22,10.19,11.86,11.21,74.33,88.96,76.05,12.14333333,11.535,79.78
Cldn14,DCT_ERST_DCT_UP,13.98,11.85,11.37,0.25,0.1,0,0,0,12.4,0.175,0
Ap3s2,DCT_ERST_DCT_UP,13.67,12.78,17.84,5.53,5.64,4.01,3.47,3.47,14.76333333,5.585,3.65
Sdr16c5,LC_ERST_UP,13.66,16.07,23.95,122.78,129.01,0.07,0.12,0.08,17.89333333,125.895,0.09
Scpep1os,DCT_ERST_DCT_UP,13.55,13.86,9.3,2.19,5.93,4.42,2.18,2.17,12.23666667,4.06,2.923333333
Shisa4,LC_DCT_LC_UP,13.55,14.34,5.56,7.78,8.66,67.3,75.27,66.95,11.15,8.22,69.84
Actbl2,DCT_ERST_DCT_UP,13.53,12.47,20.61,0.05,0.02,0,0,0,15.53666667,0.035,0
Hspa1a,LC_DCT_LC_UP,13.5,13.06,22.08,43.81,37.44,105.87,134.13,102.92,16.21333333,40.625,114.3066667
Ctdspl,LC_DCT_LC_UP,13.41,14.29,9.13,17.54,15.99,39.34,44.51,41.1,12.27666667,16.765,41.65
Sag,DCT_ERST_DCT_UP,13.41,13.88,7.89,3.36,3.56,5.74,4.22,5.96,11.72666667,3.46,5.306666667
Samd5,DCT_ERST_DCT_UP,13.4,15.23,16.1,0.88,1.03,0.36,0.57,0.45,14.91,0.955,0.46
Arl15,DCT_ERST_DCT_UP,13.35,14.36,9.91,5.13,4.77,1.77,1.41,1.83,12.54,4.95,1.67
Bhlhe40,LC_DCT_LC_UP,13.27,13.03,18.53,15.66,15.95,154.55,163.86,152.16,14.94333333,15.805,156.8566667
Rps6ka3,DCT_ERST_DCT_UP,13.23,15.96,12.72,7.24,5.76,4.82,4.6,3.2,13.97,6.5,4.206666667
Fermt2,LC_DCT_LC_UP,13.22,12.5,11.51,26.23,20.03,93,89.96,84.69,12.41,23.13,89.21666667
C3,LC_DCT_LC_UP,13.17,12.72,4.54,8.43,11.08,37.78,38.7,35.6,10.14333333,9.755,37.36
Me2,DCT_ERST_DCT_UP,13.14,11.98,16.91,5.74,6.07,5.07,5.25,5.21,14.01,5.905,5.176666667
Fcgr3,LC_ERST_UP,13.1,13.49,9.64,44.77,48.44,3.37,3.09,3.46,12.07666667,46.605,3.306666667
Chst12,LC_DCT_LC_UP,13.09,14.55,9.72,29,25.14,66.06,71.14,62.72,12.45333333,27.07,66.64
Trp53inp1,DCT_ERST_DCT_UP,13.08,11.14,11.72,5.21,3.99,5.75,4.9,5.67,11.98,4.6,5.44
Bag3,LC_DCT_LC_UP,13.05,13.69,11.13,14.8,14.06,40.9,43.58,41.63,12.62333333,14.43,42.03666667
Kcnk7,LC_ERST_UP,12.98,12.74,11.77,47.73,37.02,0.4,0.43,0.37,12.49666667,42.375,0.4
Mybpc1,LC_DCT_LC_UP,12.97,13.2,12.47,10.79,12.09,248.9,287.83,248.76,12.88,11.44,261.83
2010107G23Rik,LC_ERST_UP,12.96,12.29,16.15,49.76,48.49,8.67,9.82,8.69,13.8,49.125,9.06
Cgn,LC_ERST_UP,12.94,14.11,17.89,61.62,61.74,1.88,2.24,2.02,14.98,61.68,2.046666667
Dsg4,DCT_ERST_DCT_UP,12.91,12.19,14.41,0.02,0.06,0,0,0,13.17,0.04,0
Cxx1a,LC_DCT_LC_UP,12.9,14.9,10.28,18.39,15.96,38.99,45.7,41.55,12.69333333,17.175,42.08
Fkbp11,LC_ERST_UP,12.9,12.08,9.74,40.4,41.93,4.72,5.98,3.52,11.57333333,41.165,4.74
Lyz1,LC_ERST_UP,12.89,13.07,10.99,54.43,52.65,5.51,7.39,4.44,12.31666667,53.54,5.78
Kcnk16,DCT_ERST_DCT_UP,12.88,12.11,15.94,0.05,0,0,0,0,13.64333333,0.025,0
Efhd1,DCT_ERST_DCT_UP,12.85,13.46,14.18,3.97,3.67,4.76,4.37,3.76,13.49666667,3.82,4.296666667
Cd209d,LC_ERST_UP,12.85,11.06,7.24,37.66,34.98,6.24,8.11,6.68,10.38333333,36.32,7.01
Engase,DCT_ERST_DCT_UP,12.84,12.32,17.96,5.87,5.61,4.5,8.12,4.66,14.37333333,5.74,5.76
Efemp2,LC_DCT_LC_UP,12.81,13.95,8.33,21.65,18.56,92.22,105.17,85.34,11.69666667,20.105,94.24333333
Gm29666,DCT_ERST_DCT_UP,12.8,14.59,10.12,2.94,3.58,2.38,2.55,2.01,12.50333333,3.26,2.313333333
Gm11934,DCT_ERST_DCT_UP,12.78,11.61,8.89,0.23,0.36,1.07,0.61,0.77,11.09333333,0.295,0.816666667
Bglap3,LC_ERST_UP,12.77,11.13,14.43,217.29,222.65,1.35,1.86,1.05,12.77666667,219.97,1.42
Mettl7a1,LC_ERST_UP,12.76,10.53,12.21,40.78,46.73,16.95,15.8,15.08,11.83333333,43.755,15.94333333
Gm13178,LC_ERST_UP,12.65,12.97,15.37,75.23,74.26,0.16,0,0.46,13.66333333,74.745,0.206666667
St6gal1,DCT_ERST_DCT_UP,12.65,13.73,9.53,3.9,4.46,2.42,3.15,2.28,11.97,4.18,2.616666667
Tmem62,DCT_ERST_DCT_UP,12.64,11.64,15.96,5.35,4.14,2.7,3.15,2.77,13.41333333,4.745,2.873333333
Bmp8a,DCT_ERST_DCT_UP,12.54,12.54,13.8,0.36,0.18,0,0.07,0,12.96,0.27,0.023333333
Fam89a,LC_ERST_UP,12.53,12.54,29.18,79.96,74.05,0.73,1.18,1.27,18.08333333,77.005,1.06
Lhpp,LC_ERST_UP,12.49,11.44,13.23,79.51,75.04,1.33,2.44,2.11,12.38666667,77.275,1.96
Gm37932,DCT_ERST_DCT_UP,12.44,11.57,14.36,2.39,2.57,7.58,2.09,5.91,12.79,2.48,5.193333333
Ctgf,LC_DCT_LC_UP,12.42,12.76,8.07,21.83,17.04,1016.99,1208.82,1013,11.08333333,19.435,1079.603333
Il20rb,LC_ERST_UP,12.41,10.81,13.97,84.88,80.79,4.15,4.07,3.76,12.39666667,82.835,3.993333333
BC064078,LC_ERST_UP,12.35,11.54,11.99,58.27,55.58,2.82,2.34,2.53,11.96,56.925,2.563333333
Clip4,LC_ERST_UP,12.33,12.61,12.91,47.36,47.47,10.06,9.5,11.19,12.61666667,47.415,10.25
Wsb1,LC_DCT_LC_UP,12.3,11.04,12.07,23.41,23.67,86.18,80.99,89.19,11.80333333,23.54,85.45333333
Jsrp1,LC_DCT_LC_UP,12.3,12.25,4.82,3.76,2.39,58.91,71.07,67.39,9.79,3.075,65.79
Il34,LC_ERST_UP,12.29,10.6,12.13,57.85,56.35,8.12,7.94,7.84,11.67333333,57.1,7.966666667
Ccpg1os,DCT_ERST_DCT_UP,12.2,13.11,13.99,4.33,5.3,4.94,4.88,3.78,13.1,4.815,4.533333333
Tmem180,DCT_ERST_DCT_UP,12.2,10.59,11.05,3.49,3.75,1.86,2.33,1.8,11.28,3.62,1.996666667
Sdr42e1,LC_ERST_UP,12.14,11.74,16.05,68.89,62.01,1.16,1.44,1.22,13.31,65.45,1.273333333
Dpep1,LC_ERST_UP,12.13,12.23,4.99,36.76,34.74,9.42,11.48,9.01,9.783333333,35.75,9.97
Fa2h,LC_ERST_UP,12.12,11.21,13.61,359.7,312.74,0.13,0.21,0.05,12.31333333,336.22,0.13
Hist1h4h,LC_DCT_LC_UP,12.09,7.05,6.89,5.6,5.6,28.78,36.66,29.84,8.676666667,5.6,31.76
Sgce,LC_DCT_LC_UP,12.08,10.46,9.63,16.16,18.1,42.22,40.92,43.11,10.72333333,17.13,42.08333333
Eri1,DCT_ERST_DCT_UP,12.07,11.53,14.51,5.77,4.75,3.05,3.09,2.85,12.70333333,5.26,2.996666667
Paqr8,DCT_ERST_DCT_UP,12.07,12.83,12.01,1.09,1.25,0.24,0.54,0.35,12.30333333,1.17,0.376666667
Zfp940,DCT_ERST_DCT_UP,12.06,15.59,13.49,2.4,2.94,4.93,3.63,4.33,13.71333333,2.67,4.296666667
Gm10499,DCT_ERST_DCT_UP,12.04,13.32,15.04,1.51,2.35,3.68,3.41,4.81,13.46666667,1.93,3.966666667
9130409J20Rik,DCT_ERST_DCT_UP,12.01,13.28,8.41,0.92,0.95,0,0,0,11.23333333,0.935,0
Srebf1,LC_DCT_LC_UP,11.97,14.09,11.64,41.72,34.67,158.03,173.99,162.74,12.56666667,38.195,164.92
Rab15,DCT_ERST_DCT_UP,11.94,12.81,13.67,5.63,5.61,2.33,3.25,2.39,12.80666667,5.62,2.656666667
Gm12696,DCT_ERST_DCT_UP,11.89,15.8,16.35,6.76,6.52,4.02,5.95,3.3,14.68,6.64,4.423333333
Scn1b,LC_DCT_LC_UP,11.89,10.92,6.25,14.01,13.64,104.68,123.48,106.26,9.686666667,13.825,111.4733333
Gm37234,DCT_ERST_DCT_UP,11.83,11.49,13.29,0.74,2.26,3.22,1.98,2.69,12.20333333,1.5,2.63
Fchsd1,DCT_ERST_DCT_UP,11.83,9.96,11.09,3.49,3.35,2.54,3.34,3.31,10.96,3.42,3.063333333
Trdn,LC_DCT_LC_UP,11.81,11.2,8.73,2.52,3.22,72.06,61.05,79.9,10.58,2.87,71.00333333
